WKT,COUNTY,NAME,created_user,created_date,last_edited_user,last_edited_date
"POLYGON Z ((-9503094.9389 3462314.6708 0,-9502921.9844 3462364.4888 0,-9502806.2161 3462163.2191 0,-9502761.6509 3462085.8843 0,-9502626.9232 3461913.9849 0,-9502529.0438 3461744.269 0,-9502441.7701 3461611.9322 0,-9502384.7702 3461548.1619 0,-9502285.0035 3461389.9284 0,-9502194.55 3461249.4798 0,-9502097.6338 3461097.7971 0,-9502013.9561 3460982.8194 0,-9501954.8059 3460887.8211 0,-9501911.2382 3460804.2792 0,-9501815.5791 3460694.332 0,-9501755.8709 3460606.7148 0,-9501669.3413 3460482.3935 0,-9501620.1458 3460410.2402 0,-9501496.8379 3460278.8945 0,-9501373.2147 3460113.3518 0,-9501267.052 3460022.2201 0,-9501156.5706 3459912.2112 0,-9501085.1413 3459827.1074 0,-9501024.2258 3459759.4894 0,-9500935.2634 3459727.5692 0,-9500932.9274 3459833.3887 0,-9500911.4787 3459922.1955 0,-9500892.9204 3460006.1315 0,-9500847.1127 3460100.4431 0,-9500828.1741 3460194.5558 0,-9500819.4997 3460311.0549 0,-9500824.9012 3460403.1633 0,-9500831.0121 3460518.7841 0,-9500853.7223 3460633.7138 0,-9500899.4521 3460782.8784 0,-9500930.7909 3460868.7127 0,-9500963.5595 3460948.9164 0,-9500932.3259 3461090.6275 0,-9500856.1638 3461170.6645 0,-9500761.7132 3461259.3156 0,-9500686.5792 3461338.6229 0,-9500602.1325 3461410.2989 0,-9500495.4155 3461501.0503 0,-9500389.5967 3461582.5457 0,-9500269.644 3461679.9455 0,-9500194.0167 3461729.9504 0,-9500119.0285 3461791.9359 0,-9500041.2104 3461840.168 0,-9499912.1525 3461911.1182 0,-9499803.8325 3461978.3629 0,-9499710.959 3462034.2642 0,-9499524.0715 3462142.0315 0,-9499367.2636 3462218.1768 0,-9499366.9789 3462018.8052 0,-9499562.9031 3461914.2519 0,-9499645.7162 3461866.9891 0,-9499749.7849 3461806.2781 0,-9499824.2877 3461762.0357 0,-9499915.4808 3461708.025 0,-9500019.8954 3461649.8426 0,-9500097.0975 3461586.6807 0,-9500256.8167 3461466.8598 0,-9500327.7162 3461412.6529 0,-9500428.3966 3461332.5009 0,-9500492.6106 3461276.2492 0,-9500561.4955 3461219.1711 0,-9500626.4629 3461149.014 0,-9500705.5273 3461075.4319 0,-9500778.9052 3461008.2837 0,-9500749.1095 3460889.0982 0,-9500706.5142 3460726.1335 0,-9500666.5259 3460608.3666 0,-9500655.4507 3460473.458 0,-9500653.7425 3460363.4234 0,-9500652.0863 3460251.2339 0,-9500658.1134 3460125.4627 0,-9500696.3593 3460015.9207 0,-9500729.555 3459924.395 0,-9500759.7495 3459831.1066 0,-9500736.6334 3459741.0679 0,-9500648.3268 3459691.3301 0,-9500580.3614 3459622.4079 0,-9500594.3687 3459524.1759 0,-9500664.9795 3459447.9737 0,-9500757.5895 3459416.5996 0,-9500845.749 3459430.4938 0,-9500956.9257 3459523.5355 0,-9501039.3228 3459576.4359 0,-9501116.592 3459612.4344 0,-9501178.2839 3459671.6867 0,-9501282.0398 3459793.2237 0,-9501355.5641 3459867.9242 0,-9501453.4099 3459956.1206 0,-9501585.3262 3460125.9553 0,-9501699.6339 3460243.6909 0,-9501758.6717 3460306.5083 0,-9501811.3013 3460383.7462 0,-9501897.985 3460508.2908 0,-9501949.3613 3460584.6736 0,-9502048.2508 3460698.3267 0,-9502103.3152 3460799.3428 0,-9502155.4006 3460883.3761 0,-9502238.7911 3460997.9203 0,-9502336.2266 3461150.4082 0,-9502406.3755 3461248.1591 0,-9502526.5795 3461448.9899 0,-9502674.714 3461651.1207 0,-9502767.8728 3461813.6825 0,-9502848.9998 3461920.5421 0,-9502907.6465 3461992.9543 0,-9502955.8695 3462076.7331 0,-9503024.4687 3462195.6458 0,-9503094.9389 3462314.6708 0))",GULF,CAPE SAN BLAS AFB,,,,
"POLYGON Z ((-9499367.2636 3462218.1768 0,-9499278.6623 3462264.5186 0,-9499159.7317 3462302.2256 0,-9499009.0959 3462364.7429 0,-9498924.179 3462411.6672 0,-9498841.0102 3462433.4228 0,-9498731.7474 3462480.5524 0,-9498643.039 3462506.7537 0,-9498497.5414 3462557.8086 0,-9498386.72 3462591.8105 0,-9498264.8238 3462638.5813 0,-9498105.4986 3462687.0394 0,-9498000.2709 3462700.7072 0,-9497864.4378 3462729.301 0,-9497741.7653 3462754.9159 0,-9497632.9395 3462785.2223 0,-9497504.0939 3462816.1205 0,-9497392.9119 3462827.3325 0,-9497251.3093 3462867.3659 0,-9497148.1225 3462886.792 0,-9497011.4483 3462914.7248 0,-9496822.8353 3462941.2621 0,-9496721.9228 3462958.1269 0,-9496628.7421 3462970.8052 0,-9496498.6573 3462975.9519 0,-9496403.8552 3462994.1866 0,-9496289.2812 3463002.5514 0,-9496148.1727 3463014.7897 0,-9496033.3972 3463034.4818 0,-9495917.9285 3463029.6537 0,-9495777.8334 3463053.9233 0,-9495673.0732 3463044.3468 0,-9495536.2262 3463059.862 0,-9495375.3587 3463056.303 0,-9495224.5689 3463070.5817 0,-9495119.9547 3463060.5078 0,-9494983.6071 3463062.5103 0,-9494883.3997 3463067.6866 0,-9494731.6627 3463061.8494 0,-9494545.2163 3463061.4992 0,-9494434.6409 3463062.5073 0,-9494286.3914 3463067.0859 0,-9494162.4773 3463063.2014 0,-9494029.9803 3463065.2297 0,-9493903.673 3462956.4734 0,-9493969.944 3462882.4106 0,-9494087.9568 3462894.3196 0,-9494227.3987 3462888.7386 0,-9494360.8243 3462899.8977 0,-9494500.0391 3462885.2395 0,-9494662.5139 3462896.526 0,-9494810.7749 3462884.2091 0,-9494898.6161 3462895.0478 0,-9495045.673 3462884.9156 0,-9495136.9648 3462888.2091 0,-9495333.8442 3462882.9573 0,-9495475.5025 3462890.7663 0,-9495597.4879 3462874.6904 0,-9495686.373 3462871.6709 0,-9495810.9946 3462874.7399 0,-9495909.7038 3462856.5248 0,-9496031.1348 3462861.3086 0,-9496119.5462 3462843.8441 0,-9496223.8605 3462830.9946 0,-9496371.704 3462823.9978 0,-9496473.307 3462804.6702 0,-9496621.4153 3462797.7625 0,-9496798.2723 3462769.8407 0,-9496935.2788 3462759.0768 0,-9497114.7207 3462716.979 0,-9497201.6779 3462701.4142 0,-9497282.7732 3462674.2064 0,-9497371.64 3462655.4434 0,-9497470.2907 3462646.2379 0,-9497580.9532 3462620.0925 0,-9497708.6947 3462584.9702 0,-9497815.4969 3462563.2702 0,-9497899.4106 3462540.3591 0,-9498062.6877 3462519.1289 0,-9498212.7926 3462473.4373 0,-9498314.6503 3462434.3335 0,-9498437.2714 3462395.4971 0,-9498522.5799 3462362.054 0,-9498660.3307 3462322.6934 0,-9498784.6284 3462269.711 0,-9498886.2869 3462238.6799 0,-9499045.1696 3462167.415 0,-9499205.5129 3462107.4781 0,-9499366.9789 3462018.8052 0,-9499367.2636 3462218.1768 0))",GULF,CAPE SAN BLAS,,,,
"POLYGON Z ((-9489987.0711 3462249.2821 0,-9489992.8167 3462444.0625 0,-9489868.8361 3462382.4861 0,-9489791.0646 3462345.7595 0,-9489705.6038 3462313.8188 0,-9489620.394 3462295.4896 0,-9489512.0701 3462290.8192 0,-9489377.834 3462263.7571 0,-9489270.2035 3462234.1937 0,-9489181.0834 3462189.1454 0,-9489103.5261 3462152.7726 0,-9488795.2819 3462210.4127 0,-9488706.0923 3462203.4444 0,-9488589.3196 3462193.6519 0,-9488340.1937 3462205.0982 0,-9488158.7991 3462216.0883 0,-9488074.019 3462231.0815 0,-9488054.5962 3462058.7341 0,-9488143.6772 3462043.6224 0,-9488295.2139 3462034.6719 0,-9488537.7386 3462018.3199 0,-9488700.9112 3462025.4904 0,-9489010.3119 3461985.6533 0,-9489094.5039 3461974.3476 0,-9489249.5223 3462030.1886 0,-9489327.0444 3462070.5881 0,-9489414.6884 3462094.6614 0,-9489529.8665 3462118.531 0,-9489628.0661 3462120.6376 0,-9489739.2968 3462138.5515 0,-9489836.1997 3462178.544 0,-9489987.0711 3462249.2821 0))",GULF,CAPE SAN BLAS,,,,
"POLYGON Z ((-9008751.7817 2847208.4368 0,-9008675.9492 2847292.5247 0,-9008594.5416 2847314.6659 0,-9008551.6858 2847243.3938 0,-9008617.8189 2847137.0057 0,-9008616.9146 2847026.5835 0,-9008827.993 2846915.5769 0,-9008882.7127 2846769.2109 0,-9009036.5239 2846773.221 0,-9009264.6307 2846702.4731 0,-9009215.3999 2846838.0479 0,-9009139.8657 2846870.9957 0,-9008980.5178 2846954.772 0,-9008895.5359 2847049.0348 0,-9008748.6305 2847083.0411 0,-9008751.7817 2847208.4368 0))",MONROE,TOMS HARBOR KEY,,,,
"POLYGON Z ((-9476072.1056 3455825.2653 0,-9476297.9137 3455860.6005 0,-9476476.7469 3455907.9292 0,-9476603.8089 3455952.3102 0,-9476698.0986 3455998.163 0,-9476811.2438 3456051.1939 0,-9476960.6793 3456115.8722 0,-9477039.1516 3456154.3658 0,-9477142.5054 3456194.7277 0,-9477253.7416 3456259.302 0,-9477396.9203 3456322.1445 0,-9477491.9253 3456377.5121 0,-9477574.6174 3456429.3645 0,-9477657.1465 3456477.7784 0,-9477735.42 3456510.6577 0,-9477802.6698 3456569.3619 0,-9477897.7708 3456620.4555 0,-9477997.469 3456681.0318 0,-9478072.4022 3456721.7277 0,-9478158.0951 3456777.3114 0,-9478243.3532 3456853.0845 0,-9478333.1596 3456914.6965 0,-9478400.8662 3456971.3163 0,-9478540.4253 3457061.5148 0,-9478639.9623 3457134.5458 0,-9478691.4585 3457204.6605 0,-9478788.7323 3457295.8197 0,-9478921.7544 3457412.7664 0,-9479034.6683 3457527.8597 0,-9479100.7341 3457585.9308 0,-9479156.3484 3457650.0916 0,-9479218.7992 3457716.9292 0,-9479349.115 3457822.0685 0,-9479405.5445 3457890.4559 0,-9479481.2143 3457956.3001 0,-9479582.7126 3458046.1343 0,-9479655.9652 3458113.5889 0,-9479771.3663 3458219.0002 0,-9479886.6798 3458308.8552 0,-9480004.9985 3458399.0976 0,-9480105.4855 3458481.0014 0,-9480218.0644 3458562.5074 0,-9480316.1928 3458618.1009 0,-9480383.6663 3458678.256 0,-9480470.7761 3458749.7563 0,-9480600.9749 3458836.444 0,-9480712.8595 3458911.7355 0,-9480862.998 3459025.5488 0,-9480965.2254 3459098.9273 0,-9481063.2 3459177.3933 0,-9481184.8038 3459256.2771 0,-9481252.1547 3459314.7119 0,-9481342.9042 3459399.0119 0,-9481452.8067 3459481.2578 0,-9481535.5334 3459513.344 0,-9481605.7707 3459565.4744 0,-9481707.1945 3459640.8056 0,-9481795.172 3459695.0536 0,-9481880.2167 3459744.4331 0,-9481949.9786 3459809.763 0,-9482105.4679 3459930.496 0,-9482180.5547 3459992.0315 0,-9482324.4769 3460074.8746 0,-9482444.6073 3460132.2905 0,-9482526.7238 3460194.5895 0,-9482598.1404 3460244.9671 0,-9482681.3911 3460275.8334 0,-9482757.0679 3460329.5537 0,-9482840.9452 3460364.6671 0,-9482926.8984 3460439.0466 0,-9483011.5541 3460500.0531 0,-9483095.9245 3460521.5104 0,-9483179.7559 3460583.0157 0,-9483256.2363 3460619.8624 0,-9483335.9214 3460652.405 0,-9483409.9336 3460709.1646 0,-9483522.1684 3460770.6208 0,-9483597.2246 3460812.2256 0,-9483700.7317 3460880.3828 0,-9483852.9226 3460938.1977 0,-9483941.3722 3460973.1861 0,-9484068.7386 3461047.4624 0,-9484151.1972 3461077.5354 0,-9484236.2394 3461132.6726 0,-9484361.2895 3461187.7033 0,-9484494.0484 3461229.9711 0,-9484578.0538 3461265.5857 0,-9484683.3111 3461324.6265 0,-9484818.9239 3461365.1432 0,-9484944.2125 3461419.0139 0,-9485032.211 3461445.8519 0,-9485115.5707 3461474.966 0,-9485236.8652 3461511.9324 0,-9485359.2094 3461548.0934 0,-9485441.3543 3461584.0811 0,-9485537.8521 3461617.1669 0,-9485661.8301 3461654.2548 0,-9485753.7799 3461694.9661 0,-9485881.702 3461739.5767 0,-9485976.8377 3461772.106 0,-9486078.6612 3461795.7008 0,-9486200.9268 3461831.0618 0,-9486328.6661 3461843.432 0,-9486425.447 3461856.9771 0,-9486539.1501 3461900.4183 0,-9486636.137 3461948.1463 0,-9486735.611 3461997.2862 0,-9486826.7571 3462038.2264 0,-9486909.4189 3462074.2585 0,-9486975.4871 3462134.6203 0,-9486934.5326 3462378.7624 0,-9486838.8061 3462243.2471 0,-9486763.5585 3462199.3501 0,-9486663.5224 3462154.602 0,-9486559.7053 3462103.405 0,-9486471.4012 3462059.712 0,-9486389.8272 3462026.6919 0,-9486270.9957 3462016.3896 0,-9486168.6495 3462001.2531 0,-9486037.435 3461963.8051 0,-9485933.6057 3461939.7946 0,-9485834.9303 3461906.2973 0,-9485746.303 3461883.1567 0,-9485654.6335 3461842.2908 0,-9485555.5814 3461802.9528 0,-9485432.6171 3461765.4186 0,-9485330.1636 3461723.579 0,-9485238.6446 3461697.8735 0,-9485119.7115 3461653.585 0,-9485026.0695 3461632.6449 0,-9484944.4555 3461610.3764 0,-9484862.5102 3461571.5096 0,-9484761.159 3461528.1998 0,-9484629.9439 3461489.8134 0,-9484500.1049 3461420.1205 0,-9484361.4199 3461364.4099 0,-9484237.367 3461322.8497 0,-9484155.8124 3461286.9253 0,-9484038.2313 3461225.6182 0,-9483924.3666 3461160.1524 0,-9483787.0231 3461098.2416 0,-9483640.8221 3461043.3166 0,-9483505.2446 3460958.8117 0,-9483379.7205 3460891.2248 0,-9483304.9964 3460846.855 0,-9483202.1496 3460784.3228 0,-9483082.0755 3460725.8322 0,-9482975.1402 3460669.672 0,-9482875.4647 3460630.5325 0,-9482811.8405 3460568.5469 0,-9482744.8953 3460512.4163 0,-9482654.4261 3460468.8765 0,-9482576.316 3460423.1757 0,-9482483.484 3460381.0758 0,-9482365.09 3460286.4358 0,-9482249.202 3460230.736 0,-9482167.0899 3460192.502 0,-9482078.6313 3460131.8308 0,-9481996.0531 3460064.3916 0,-9481906.3227 3459990.8954 0,-9481833.392 3459937.6561 0,-9481707.5076 3459844.2387 0,-9481623.798 3459792.3874 0,-9481536.5697 3459741.5146 0,-9481466.9077 3459674.5373 0,-9481368.9374 3459632.9163 0,-9481292.222 3459574.1537 0,-9481186.6125 3459488.916 0,-9481089.83 3459401.1366 0,-9480967.4637 3459321.521 0,-9480894.8013 3459271.9445 0,-9480804.5522 3459196.2958 0,-9480673.9851 3459103.0702 0,-9480576.0526 3459036.7756 0,-9480501.3238 3458977.8604 0,-9480379.2693 3458896.5192 0,-9480267.2447 3458806.1413 0,-9480178.3652 3458730.9699 0,-9480052.7002 3458658.5272 0,-9479947.8019 3458567.0794 0,-9479846.5423 3458507.3732 0,-9479771.8744 3458438.2107 0,-9479667.8928 3458357.6418 0,-9479601.2925 3458299.5559 0,-9479538.6851 3458240.6574 0,-9479465.5077 3458173.2008 0,-9479370.5155 3458089.088 0,-9479274.2058 3458003.1727 0,-9479168.6735 3457901.3337 0,-9479103.0795 3457845.4875 0,-9479028.8779 3457766.8693 0,-9478918.6623 3457656.077 0,-9478851.5731 3457589.3573 0,-9478726.1365 3457470.6174 0,-9478638.7132 3457396.0166 0,-9478555.1958 3457311.2105 0,-9478480.3931 3457230.198 0,-9478371.1893 3457150.2619 0,-9478232.0176 3457055.0109 0,-9478140.9388 3456992.54 0,-9478058.1496 3456918.5569 0,-9477987.0115 3456872.1926 0,-9477909.6116 3456830.0255 0,-9477814.0476 3456771.8477 0,-9477711.4372 3456716.6454 0,-9477645.9431 3456660.1541 0,-9477486.2443 3456577.9792 0,-9477403.1534 3456525.9026 0,-9477323.8466 3456479.0638 0,-9477225.6616 3456436.9159 0,-9477076.3248 3456354.7367 0,-9476993.361 3456324.4297 0,-9476890.3096 3456273.8956 0,-9476741.5929 3456209.5871 0,-9476624.0701 3456154.4973 0,-9476541.6173 3456113.8077 0,-9476430.7318 3456074.7391 0,-9476331.6339 3456049.7551 0,-9476151.9106 3456012.5433 0,-9476072.1056 3455825.2653 0))",FRANKLIN,ST VINCENT NWR,,,,
"POLYGON Z ((-9420300.9528 3476590.1456 0,-9420144.6673 3476558.5097 0,-9420058.0013 3476602.1466 0,-9419951.5693 3476648.7413 0,-9419853.2045 3476676.6861 0,-9419749.5676 3476727.1083 0,-9419636.0128 3476785.3791 0,-9419537.4362 3476850.6541 0,-9419450.9665 3476904.0933 0,-9419368.0102 3476946.175 0,-9419261.1889 3476980.065 0,-9419147.8779 3477057.8305 0,-9419058.9651 3477114.4607 0,-9418944.5159 3477172.6563 0,-9418864.2718 3477217.4674 0,-9418726.6365 3477271.3658 0,-9418587.754 3477359.9514 0,-9418498.1456 3477406.6058 0,-9418390.2106 3477457.2691 0,-9418308.397 3477498.678 0,-9418182.8206 3477546.8333 0,-9418079.7531 3477596.5052 0,-9417998.0753 3477635.1102 0,-9417920.4251 3477674.4902 0,-9417830.5167 3477707.0008 0,-9417740.9362 3477744.8481 0,-9417613.5349 3477779.9259 0,-9417470.9943 3477845.2541 0,-9417389.6789 3477885.2175 0,-9417285.7617 3477940.0385 0,-9417203.239 3477988.4698 0,-9417082.5423 3478039.3763 0,-9416948.6911 3478089.6448 0,-9416786.8378 3478171.532 0,-9416675.8707 3478238.652 0,-9416559.7898 3478311.3622 0,-9416478.165 3478335.1546 0,-9416358.7572 3478392.0706 0,-9416273.981 3478420.8563 0,-9416145.4551 3478479.8213 0,-9416005.624 3478569.6813 0,-9415847.4405 3478630.8111 0,-9415676.8341 3478702.4116 0,-9415517.0466 3478764.625 0,-9415427.389 3478804.9789 0,-9415254.5067 3478843.433 0,-9415270.3481 3478679.5456 0,-9415359.0721 3478645.6917 0,-9415439.4718 3478609.6992 0,-9415542.5941 3478555.9912 0,-9415782.0995 3478470.3592 0,-9415923.0114 3478417.1702 0,-9416011.7703 3478363.452 0,-9416154.4349 3478285.8483 0,-9416279.6278 3478237.5971 0,-9416421.1159 3478171.4134 0,-9416522.7077 3478131.0547 0,-9416641.1406 3478052.6359 0,-9416796.8863 3477973.8097 0,-9416873.1016 3477933.6469 0,-9417017.7362 3477878.6514 0,-9417120.9937 3477835.8199 0,-9417200.0492 3477789.4322 0,-9417310.2599 3477731.2689 0,-9417389.3509 3477692.4721 0,-9417472.9641 3477647.3486 0,-9417563.5095 3477613.6258 0,-9417660.9483 3477591.1143 0,-9417765.7038 3477546.3406 0,-9417847.2585 3477517.3362 0,-9417923.174 3477478.8364 0,-9418005.1153 3477440.1554 0,-9418110.7831 3477389.2413 0,-9418243.0697 3477338.1011 0,-9418318.944 3477299.3159 0,-9418421.6757 3477251.1406 0,-9418563.1223 3477157.6416 0,-9418659.2886 3477111.7503 0,-9418792.3223 3477059.8071 0,-9418969.8851 3476965.8421 0,-9419051.377 3476913.945 0,-9419174.3842 3476829.5639 0,-9419297.9977 3476787.5835 0,-9419404.0561 3476733.6124 0,-9419500.5765 3476672.76 0,-9419615.6733 3476609.3531 0,-9419727.9522 3476549.3481 0,-9419811.89 3476496.5083 0,-9419912.8653 3476473.2457 0,-9420001.7127 3476427.6683 0,-9420093.9952 3476392.8254 0,-9420322.8218 3476319.2411 0,-9420300.9528 3476590.1456 0))",FRANKLIN,DOG ISL,,,,
"POLYGON Z ((-9420300.9528 3476590.1456 0,-9420322.8218 3476319.2411 0,-9420785.9205 3476140.9711 0,-9420968.8297 3476033.4633 0,-9421206.1705 3476027.2678 0,-9421641.3265 3475870.9986 0,-9422503.4114 3475623.9041 0,-9422954.1999 3475456.6893 0,-9423029.3086 3475406.0955 0,-9424535.6647 3475016.6167 0,-9425114.1459 3474951.4095 0,-9425105.9469 3475122.7131 0,-9424583.5402 3475183.6632 0,-9423929.2913 3475365.3027 0,-9423318.5616 3475534.8341 0,-9423122.2881 3475589.3067 0,-9422972.2239 3475622.8065 0,-9422556.9199 3475788.6837 0,-9421690.9041 3476037.3196 0,-9421245.9223 3476238.4115 0,-9421035.2201 3476278.8476 0,-9420783.9637 3476320.8696 0,-9420694.2254 3476346.5988 0,-9420300.9528 3476590.1456 0))",FRANKLIN,DOG ISL,,,,
"POLYGON Z ((-9429662.3932 3471430.9798 0,-9429474.7374 3471822.0535 0,-9429353.64 3471921.072 0,-9429263.2877 3472020.1224 0,-9429134.011 3472145.9639 0,-9429040.6182 3472262.2146 0,-9428968.8224 3472333.8718 0,-9428861.1409 3472422.1215 0,-9428756.3776 3472515.6342 0,-9428589.3518 3472694.2996 0,-9428511.236 3472774.7358 0,-9428439.0109 3472848.2692 0,-9428347.081 3472944.4533 0,-9428242.6867 3473078.0277 0,-9428188.7609 3473222.1242 0,-9428193.2855 3473307.943 0,-9428023.0223 3473333.4494 0,-9428015.5102 3473219.9408 0,-9428036.6234 3473104.9472 0,-9428092.5751 3472991.8021 0,-9428155.6644 3472902.0083 0,-9428217.6792 3472829.5368 0,-9428314.5275 3472727.99 0,-9428387.5224 3472653.6588 0,-9428463.2352 3472575.7735 0,-9428590.8478 3472437.7375 0,-9428747.5907 3472291.4559 0,-9428850.424 3472207.5691 0,-9429002.6768 3472033.1549 0,-9429137.4346 3471901.3805 0,-9429231.0524 3471798.6989 0,-9429339.967 3471712.6766 0,-9429515.3706 3471457.2944 0,-9429662.3932 3471430.9798 0))",FRANKLIN,ST GEO ISL SP,,,,
"POLYGON Z ((-9429662.3932 3471430.9798 0,-9429515.3706 3471457.2944 0,-9429615.7113 3471312.7194 0,-9429717.6456 3471186.2445 0,-9429860.8113 3471024.9624 0,-9429981.9799 3470887.8382 0,-9430075.7106 3470790.6458 0,-9430177.6575 3470654.6554 0,-9430236.9973 3470593.4614 0,-9430308.0783 3470521.7361 0,-9430441.3316 3470376.1804 0,-9430521.0743 3470290.7631 0,-9430687.4984 3470118.6587 0,-9430803.4289 3469976.535 0,-9430926.9364 3469851.8876 0,-9431055.4982 3469720.059 0,-9431217.2883 3469565.1053 0,-9431307.222 3469448.0908 0,-9431398.5275 3469359.2203 0,-9431497.6516 3469273.9742 0,-9431626.4173 3469133.7074 0,-9431761.0981 3469004.3788 0,-9431869.1468 3468906.0259 0,-9431938.7506 3468826.8757 0,-9432104.5551 3468683.7227 0,-9432220.8218 3468558.2682 0,-9432303.4531 3468470.0928 0,-9432424.168 3468337.5938 0,-9432614.8522 3468208.0828 0,-9432774.3221 3468034.0749 0,-9432971.8653 3467834.0179 0,-9433095.2239 3467728.8574 0,-9433210.7573 3467616.2339 0,-9433358.3012 3467477.0862 0,-9433486.4809 3467367.7913 0,-9433593.0298 3467253.425 0,-9433683.9068 3467173.5047 0,-9433820.7979 3467050.8023 0,-9433905.0971 3466973.1538 0,-9434079.1621 3466816.9533 0,-9434234.7027 3466673.1412 0,-9434327.3026 3466604.6156 0,-9434327.3117 3466711.8448 0,-9434327.289 3466823.1798 0,-9434195.8724 3466944.698 0,-9434020.8494 3467101.7586 0,-9433936.475 3467179.4848 0,-9433798.7388 3467302.9892 0,-9433716.3471 3467374.915 0,-9433609.4418 3467489.6449 0,-9433475.1604 3467604.6916 0,-9433329.7754 3467741.8049 0,-9433211.9524 3467856.7522 0,-9433136.6827 3467914.6363 0,-9432900.5283 3468152.4602 0,-9432734.9988 3468332.9962 0,-9432544.6145 3468462.2246 0,-9432430.7286 3468587.3262 0,-9432347.3091 3468676.3025 0,-9432227.8155 3468805.2405 0,-9432064.4321 3468945.9416 0,-9431995.6725 3469024.1423 0,-9431879.7584 3469130.3382 0,-9431751.7602 3469252.9892 0,-9431621.3809 3469394.9897 0,-9431516.2862 3469486.0431 0,-9431440.1443 3469558.9526 0,-9431350.211 3469675.9691 0,-9431178.1012 3469842.1869 0,-9431050.2715 3469973.2757 0,-9430934.6268 3470089.4411 0,-9430819.0715 3470231.0731 0,-9430646.8315 3470409.7043 0,-9430568.4398 3470493.6016 0,-9430434.3234 3470640.0921 0,-9430359.7321 3470715.4531 0,-9430210.7369 3470899.0787 0,-9430110.1586 3471004.1082 0,-9429990.0222 3471140.0746 0,-9429850.7402 3471296.8527 0,-9429755.8174 3471414.2634 0,-9429662.3932 3471430.9798 0))",FRANKLIN,ST GEO ISL SP,,,,
"POLYGON Z ((-9439370.102 3462983.859 0,-9439297.2019 3462826.8531 0,-9439432.4675 3462768.0603 0,-9439709.2624 3462621.4248 0,-9439992.6045 3462495.807 0,-9440188.7145 3462417.2688 0,-9440457.2566 3462312.6716 0,-9440709.3947 3462205.2657 0,-9440946.8172 3462107.8607 0,-9441195.4046 3462029.9106 0,-9441514.8442 3461895.9366 0,-9441704.1613 3461817.293 0,-9441876.9305 3461759.3854 0,-9442107.4692 3461650.8163 0,-9442337.8883 3461564.5366 0,-9442573.9532 3461501.7932 0,-9442867.3228 3461443.7093 0,-9443170.6629 3461370.0486 0,-9443449.404 3461278.6619 0,-9443685.0362 3461206.3935 0,-9443933.7446 3461128.682 0,-9444071.6271 3461096.5863 0,-9444369.9853 3460986.1429 0,-9444547.899 3460933.0859 0,-9444724.8288 3460882.6048 0,-9444902.8638 3460789.7264 0,-9445012.667 3460750.2335 0,-9445131.8521 3460700.2959 0,-9445446.6709 3460587.6396 0,-9445720.357 3460479.1564 0,-9445933.3969 3460396.253 0,-9446117.8893 3460344.1344 0,-9446301.9149 3460254.8678 0,-9446454.9872 3460192.1503 0,-9446547.9584 3460145.8451 0,-9446732.7615 3460066.0211 0,-9446840.5127 3460020.6885 0,-9447003.3791 3459942.6034 0,-9447155.2519 3459879.302 0,-9447365.2131 3459777.0057 0,-9447440.782 3459733.5598 0,-9447530.624 3459693.9827 0,-9447631.5484 3459628.5225 0,-9447717.1705 3459598.124 0,-9447822.2276 3459546.3203 0,-9447920.2297 3459497.6095 0,-9448036.5148 3459446.1598 0,-9448143.8306 3459399.2343 0,-9448242.2346 3459364.9427 0,-9448242.2283 3459454.6425 0,-9448242.3553 3459544.4932 0,-9448121.9829 3459596.9949 0,-9448027.0584 3459645.9882 0,-9447872.1858 3459721.7963 0,-9447777.7329 3459760.3119 0,-9447687.6984 3459801.9905 0,-9447613.4353 3459845.9204 0,-9447514.8312 3459890.0407 0,-9447290.9453 3460008.7343 0,-9447075.9189 3460099.6671 0,-9446913.1642 3460177.7533 0,-9446800.445 3460225.2013 0,-9446628.8443 3460298.8852 0,-9446526.2995 3460349.7957 0,-9446374.7119 3460411.8616 0,-9446186.19 3460503.3358 0,-9445992.0028 3460559.1344 0,-9445783.6657 3460640.1922 0,-9445508.8476 3460749.1207 0,-9445196.378 3460860.8373 0,-9445077.004 3460910.9098 0,-9444977.1723 3460946.1569 0,-9444796.8038 3461040.2067 0,-9444595.7199 3461099.4193 0,-9444427.22 3461149.5584 0,-9444126.3359 3461260.8726 0,-9443982.0485 3461294.8845 0,-9443736.2564 3461371.7084 0,-9443500.7911 3461443.9208 0,-9443221.1997 3461535.5991 0,-9442906.2142 3461612.3654 0,-9442615.3282 3461669.848 0,-9442394.1972 3461728.2391 0,-9442177.742 3461808.9634 0,-9441945.7901 3461918.1873 0,-9441767.5046 3461978.3643 0,-9441580.6512 3462055.9913 0,-9441332.1192 3462156.4489 0,-9441251.5429 3462198.163 0,-9441008.8162 3462269.4397 0,-9440776.4926 3462364.8092 0,-9440523.6368 3462472.5061 0,-9440251.7229 3462578.5083 0,-9440060.9939 3462654.7632 0,-9439787.3586 3462775.8584 0,-9439510.3364 3462922.7068 0,-9439370.102 3462983.859 0))",FRANKLIN,ST GEO ISL,,,,
